1,1,451.1,573.0,258.28999999999996,51.129999999999995,1,2,1.0
2,1,452.0,576.2,257.82000000000005,47.620000000000005,1,2,1.0
3,1,451.2,575.1,257.85999999999996,47.870000000000005,1,2,1.0
4,1,451.72,571.07,257.24,52.77999999999997,1,2,1.0
5,1,453.3,574.5,255.19,48.01999999999998,1,2,1.0
6,1,450.5,573.4,257.76,49.42000000000007,1,2,1.0
7,1,452.9,574.2,255.54000000000008,48.620000000000005,1,2,1.0
8,1,453.7,571.8,253.28000000000003,50.23000000000002,1,2,1.0
9,1,453.39,568.59,255.01,53.01999999999998,1,2,1.0
10,1,448.3,571.0,261.82,50.16999999999996,1,2,1.0
11,1,452.1,572.4,258.01,49.81000000000006,1,2,1.0
12,1,448.8,570.1,260.99999999999994,51.75,1,2,1.0
13,1,453.04,569.68,255.97999999999996,51.010000000000105,1,2,1.0
14,1,451.6,571.9,257.55999999999995,48.54000000000008,1,2,1.0
15,1,446.7,572.3,261.09999999999997,45.5,1,2,1.0
16,1,450.7,570.8,259.7,48.200000000000045,1,2,1.0
17,1,448.93,565.94,262.07,51.559999999999945,1,2,1.0
18,1,446.0,568.4,267.0,48.80000000000007,1,2,1.0
19,1,449.77,568.8,259.39,51.41000000000008,1,2,1.0
20,1,442.95,568.0,268.45,48.5,1,2,1.0
21,1,448.5,568.4,263.79999999999995,48.5,1,2,1.0
22,1,450.04,570.2,260.82,48.92999999999995,1,2,1.0
23,1,446.72,568.1,267.5799999999999,49.39999999999998,1,2,1.0
24,1,441.7,567.0,273.8,47.0,1,2,1.0
25,1,443.3,566.8,273.2,49.10000000000002,1,2,1.0
26,1,446.2,567.1,268.7,48.39999999999998,1,2,1.0
27,1,446.8,567.9,269.09999999999997,48.10000000000002,1,2,1.0
28,1,439.5,567.3,278.79999999999995,49.80000000000007,1,2,1.0
29,1,443.7,563.7,274.59999999999997,52.69999999999993,1,2,1.0
30,1,445.3,565.2,270.8,50.09999999999991,1,2,1.0
31,1,445.4,565.9,271.5,49.89999999999998,1,2,1.0
32,1,442.5,566.6,272.4,49.5,1,2,1.0
33,1,439.4,563.7,275.5,52.59999999999991,1,2,1.0
34,1,458.7,571.0,258.3,44.0,1,2,1.0
35,1,441.5,564.6,273.29999999999995,50.69999999999993,1,2,1.0
36,1,440.5,561.74,273.4,53.460000000000036,1,2,1.0
37,1,439.7,564.2,275.40000000000003,49.09999999999991,1,2,1.0
38,1,447.0,567.5,269.4,48.39999999999998,1,2,1.0
39,1,445.6,566.7,270.59000000000003,49.889999999999986,1,2,1.0
40,1,446.9,567.4,270.05000000000007,48.52999999999997,1,2,1.0
41,1,446.5,567.1,270.04999999999995,48.75999999999999,1,2,1.0
42,1,446.9,567.1,269.32000000000005,49.19999999999993,1,2,1.0
43,1,445.2,567.6,272.07,47.70999999999992,1,2,1.0
44,1,438.0,562.8,279.1,52.280000000000086,1,2,1.0
45,1,436.8,563.0,281.67,49.690000000000055,1,2,1.0
46,1,435.0,562.2,283.46000000000004,50.92999999999995,1,2,1.0
47,1,435.7,560.9,283.58,51.190000000000055,1,2,1.0
48,1,437.8,562.3,282.81,50.82000000000005,1,2,1.0
49,1,435.6,560.0,283.76,52.059999999999945,1,2,1.0
50,1,435.9,559.8,283.23,52.85000000000002,1,2,1.0
51,1,429.6,553.5,291.31999999999994,59.0,1,2,1.0
